Game_ID,Prompt,Color,Category,Response,Response_Probability,Response_Surprisal,Correct_Answer,Probability_Correct,Surprisal_Correct,Correct
78,"['CON', 'FAST ONE', 'HUSTLE']",green,SCAM,KING,1.079632625078375e-06,19.821028090400837,RACKET,1.675758663777227e-11,35.796394651073335,False
78,"['HIGH FIVE', 'HUG', 'SHAKE']",blue,GREETING GESTURES,CHEEK,8.725905331630202e-07,20.12819184237983,WAVE,1.64968426474843e-07,22.531306732630867,False
78,"['BUCKET', 'GUEST', 'TOP TEN']",purple,___ LIST,POM,3.8143368783494225e-06,18.0001363026894,WISH,7.463619908776309e-07,20.353621146629315,False
79,"['BOOK', 'BOUNCE', 'RUN']",yellow,DEPART QUICKLY,NOSE,2.7855978714796947e-06,18.453581563608672,SPLIT,8.211547992686974e-07,20.215842448194195,False
79,"['FOX', 'IBEX', 'LYNX']",green,ANIMALS THAT END WITH “X”,NOSE,2.5625788566685515e-06,18.573972168852737,ORYX,1.2827003104121104e-07,22.89431252510632,False
79,"['EBONY', 'JET', 'ONYX']",blue,SHADES OF BLACK,LAB,3.3620467547734734e-06,18.1822287815702,RAVEN,8.627070968714179e-08,23.466553935056933,False
79,"['ASH', 'BLACK', 'CYBER']",purple,WORDS BEFORE DAYS OF THE WEEK,STOOGE,1.1794378451668308e-06,19.69346917688694,FAT,2.5233006795133406e-07,21.918184534394996,False
80,"['SANDBOX', 'SEESAW', 'SLIDE']",yellow,PLAYGROUND FIXTURES,PEKE,3.0915111892682035e-06,18.303256342094752,SWING,4.024911959277233e-07,21.244539438078267,False
80,"['CLOUT', 'PULL', 'SWAY']",green,INFLUENCE,WOLF,3.1200934245134704e-06,18.28997934117756,WEIGHT,3.1200934245134704e-06,18.28997934117756,False
80,"['ANKH', 'CROOK', 'EYE']",blue,EGYPTIAN SYMBOLS,WOLF,2.7937387585552642e-06,18.449371448132183,SCARAB,1.0719579535134471e-07,23.15324834558683,False
80,"['COURIER', 'IMPACT', 'PAPYRUS']",purple,FONTS,WOLF,3.1064330414665164e-06,18.296309611708136,TIMES,2.1370418323840568e-07,22.157881515323623,False
81,"['FRY', 'NACHO', 'POPPER']",yellow,APPETIZER UNIT,WOLF,1.0222922355751507e-05,16.577832806000423,WING,2.3662626063014613e-06,18.68895837739407,False
81,"['BINGO', 'CORRECT', 'RIGHT']",green,RESPONSE TO A CORRECT ANSWER,PIT,3.3823621379269753e-06,18.173537436890985,YES,3.3823621379269753e-06,18.173537436890985,False
81,"['CHIP', 'DING', 'NICK']",blue,MAR,TENOR,9.94497531792149e-06,16.61760077883393,SCRATCH,8.795496597713282e-08,23.438659723888,False
81,"['APPLE', 'CRACKER', 'FLAP']",purple,___JACK,TENOR,9.236300684278831e-06,16.72425342905571,LUMBER,4.129323016854869e-08,24.529519481154647,False
82,"['GOBLET', 'SNIFTER', 'TUMBLER']",yellow,DRINK VESSELS,POM,4.754186193167698e-06,17.682370163162147,STEIN,6.365111460127082e-08,23.905238981568548,False
82,"['CLARINET', 'FLUTE', 'OBOE']",green,WOODWINDS,TENOR,1.7489724086772185e-06,19.12506103945771,SAXOPHONE,1.9931772499148792e-07,22.258426651875716,False
82,"['BISHOP', 'FROST', 'OLDS']",blue,AMERICAN POETS,TENOR,1.7921358903549844e-06,19.089888534100375,POUND,1.7921358903549844e-06,19.089888534100375,False
82,"['BALLOON', 'BASSOON', 'COFFEE']",purple,CONSECUTIVE DOUBLE LETTERS,TENOR,2.27369037020253e-06,18.7465327670675,FRICASSEE,4.523069030426541e-09,27.720050839645484,False
83,"['BARE', 'NAKED', 'NUDE']",yellow,AU NATUREL,STOOGE,5.723743015551008e-06,17.414609669885902,UNCLAD,7.29726039594425e-08,23.70806982319089,False
83,"['BUN', 'DANISH', 'MUFFIN']",green,BAKED GOODS,POM,1.9879862520610914e-06,18.940260789361535,TURNOVER,1.5272844393621199e-06,19.32059979661808,False
83,"['FUMBLE', 'PUNT', 'SACK']",blue,AMERICAN FOOTBALL ACTIONS,MOUTH,6.109032710810425e-06,17.320624603975972,SNAP,1.3128831710673694e-07,22.860758122710966,False
83,"['BUFF', 'CLIP', 'FILE']",purple,MANICURE STEPS,STOOGE,4.923622327623889e-06,17.631848466917088,POLISH,6.559012177831391e-08,23.86194620545285,False
84,"['COW', 'DOE', 'HEN']",yellow,FEMALE ANIMALS,LAB,2.6761932531371713e-05,15.189458174871543,MARE,1.8599081386128091e-06,19.036337201345972,False
84,"['I', 'IT', 'THEY']",green,PRONOUNS,EYE,2.348306225030683e-05,15.378019922664022,WE,5.649193553836085e-06,17.433523637888666,False
84,"['D', 'L', 'M']",blue,ROMAN NUMERALS,EYE,2.5553565137670375e-05,15.256115889824754,V,5.338163646229077e-06,17.51522503604656,False
84,"['EWE', 'U', 'YEW']",purple,HOMOPHONES,LAB,2.5729115805006586e-05,15.246238595509315,YOU,3.4234728900628397e-06,18.156107981321394,False
85,"['BRUSH', 'CANVAS', 'EASEL']",yellow,PAINTING ACCESSORIES,POM,2.3297213829209795e-06,18.711411139557455,PALETTE,4.84778524878493e-07,20.976170873687646,False
85,"['DRIVE', 'NEUTRAL', 'PARK']",green,AUTOMATIC TRANSMISSION SETTINGS,POM,2.3946188321133377e-06,18.67177253874222,REVERSE,1.5441075902344892e-06,19.304795289198804,False
85,"['COMB', 'GEAR', 'SAW']",blue,THINGS WITH TEETH,POM,2.4153594040399184e-06,18.659330692127668,ZIPPER,2.4153594040399184e-06,18.659330692127668,False
85,"['FIRST', 'FOLDING', 'HIGH']",purple,___ CHAIR,POM,2.470099843776552e-06,18.626999211234846,LAWN,8.625886493973667e-08,23.466752026988775,False
86,"['CHART', 'DIAGRAM', 'GRAPH']",yellow,INFORMATION DISPLAYS,POM,3.0634125778306043e-06,18.316428888346735,MAP,9.353511387644176e-08,23.34991669243679,False
86,"['BONUS', 'EXTRA', 'ICING']",green,ADDITIONAL BENEFIT,POM,3.109826820946182e-06,18.29473432707718,PERK,4.31279296719822e-08,24.466802296994814,False
86,"['GRAVY', 'PIE', 'STUFFING']",blue,THANKSGIVING FOOD,POM,2.0874626898148563e-06,18.869818157462092,TURKEY,3.1932299293657707e-07,21.578480225925283,False
86,"['I RAN', 'ISTANBUL', 'MONTERO']",purple,SONG TITLES WITH PARENTHESES,POM,3.020823896804359e-06,18.336626486751992,SATISFACTION,7.146808700397855e-10,30.38198177689819,False
87,"['GNOME', 'GOBLIN', 'OGRE']",yellow,CREATURES IN FOLKLORE,TENOR,6.067640242690686e-06,17.33043302023765,TROLL,8.702054969944584e-07,20.132140533955024,False
87,"['BUD', 'LEAF', 'PETAL']",green,FLOWER PARTS,TENOR,6.24878930466366e-06,17.287991872886067,STALK,4.0922834898537985e-08,24.542518668942424,False
87,"['AGENT', 'MOLE', 'PLANT']",blue,ONE INVOLVED IN ESPIONAGE,POM,1.4500147699436639e-05,16.073572878737323,SPY,1.7564616427989677e-07,22.440824592546175,False
87,"['DRAGON', 'HORSE', 'RABBIT']",purple,CHINESE ZODIAC ANIMALS,POM,1.9925967080780538e-06,18.936918824090185,TIGER,1.712202468695523e-08,25.799571447948757,False
88,"['HORROR', 'PICTURE', 'ROCKY']",yellow,ROCKY HORROR PICTURE SHOW,STOOGE,5.409026471170364e-06,17.49619961142737,SHOW,8.256082395519115e-08,23.52996739020139,False
88,"['FRAMED', 'RABBIT', 'ROGER']",green,WHO FRAMED ROGER RABBIT,POM,9.590092304279096e-06,16.67002386812823,WHO,9.584624649505713e-08,23.314702824534624,False
88,"['HARRY', 'MET', 'SALLY']",blue,WHEN HARRY MET SALLY,POM,1.0245760677207727e-05,16.57461337593478,WHEN,4.540750353498879e-07,21.070565943386242,False
88,"['FURY', 'MAD', 'MAX']",purple,MAD MAX FURY ROAD,POM,8.987955880002119e-06,16.763575526677556,ROAD,5.061043566456647e-07,20.914061770809294,False
89,"['ESSENCE', 'HEART', 'SPIRIT']",yellow,INHERENT NATURE,POM,2.4961461804196006e-06,18.611866144903225,SOUL,1.3293075973308532e-08,26.164749781048766,False
89,"['CIDER', 'PORT', 'SAKE']",green,FERMENTED ALCOHOLIC BEVERAGES,CHEEK,1.2319578672759235e-06,19.63061565234289,STOUT,1.6322120188760891e-07,22.546668193474463,False
89,"['BRAVE', 'CARS', 'COCO']",blue,PIXAR MOVIES,STOOGE,4.504245509906468e-07,21.082211198633665,UP,3.794387737343641e-07,21.329629553158295,False
89,"['DEMO', 'RED', 'SCOTCH']",purple,___ TAPE,POM,2.408582986390684e-06,18.66338393728562,TICKER,9.961396330027128e-08,23.259076774113765,False
90,"['BALL', 'OUT', 'SAFE']",yellow,BASEBALL CALLS,POM,2.584770663816016e-05,15.239604192679163,STRIKE,1.2641766033993918e-07,22.915298644485155,False
90,"['FORGE', 'FURNACE', 'KILN']",green,HEAT SOURCES,POM,2.2036807422409765e-05,15.46972524551329,OVEN,2.243279482172511e-07,22.087887292371317,False
90,"['CARP', 'CATFISH', 'FLOUNDER']",blue,FISH THAT ARE VERBS,POM,2.4603301426395774e-05,15.310788555948992,SMELT,2.7740088626160286e-07,21.78152426731002,False
90,"['COLONEL', 'SALMON', 'WALK']",purple,SILENT “L”,WOLF,8.151769179676194e-06,16.9044553676795,YOLK,8.151769179676194e-06,16.9044553676795,False
91,"['ANACONDA', 'CAPYBARA', 'JAGUAR']",yellow,AMAZON ANIMALS,POM,1.831771555771411e-06,19.058328976318293,TOUCAN,3.1700317038030335e-08,24.910927490125164,False
91,"['BASE', 'BOTTOM', 'FOOT']",green,LOWEST POINT,POM,1.692204705250333e-06,19.172664468132282,FOUNDATION,1.1192761348866043e-06,19.769002564032373,False
91,"['COMPANY', 'GREASE', 'HAIR']",blue,MUSICALS,WOLF,2.626079549372662e-06,18.53865795021935,RENT,2.7423234882917313e-07,21.798097900743123,False
91,"['CHANGE', 'CUCUMBER', 'LEGS']",purple,SEA ___,POM,2.0320210296631558e-06,18.908653236488824,LION,7.149542824436139e-08,23.73757376699895,False
92,"['BAT', 'COBWEB', 'PUMPKIN']",yellow,HALLOWEEN DECORATIONS,LAB,1.7854946463558008e-06,19.095244761184297,TOMBSTONE,1.0211379297686562e-08,26.545247008305964,False
92,"['24', 'BONES', 'FIREFLY']",green,TV SHOWS,STOOGE,1.2424683291101246e-06,19.618359491796657,WEEDS,1.2161416407252545e-06,19.649257303970526,False
92,"['7', 'BAR', 'BELL']",blue,SLOT MACHINE SYMBOLS,NOSE,1.326807478108094e-06,19.523609520792974,CHERRY,4.3892762846553524e-07,21.119513580170953,False
92,"['22', '451', '2001']",purple,NUMBERS IN BOOK TITLES,NOSE,1.5058734561534948e-06,19.34096802896264,20000,1.2208205646402348e-07,22.96564549462092,False
93,"['CHAI', 'COCOA', 'COFFEE']",yellow,HOT DRINKS,POM,2.3871377834439045e-06,18.676286729442214,TEA,6.875238227621594e-07,20.472086960308147,False
93,"['BUZZ', 'CLUCK', 'MEOW']",green,ANIMAL SOUNDS,POM,1.8863672721636249e-06,19.01595797594943,OINK,2.858104721781274e-07,21.738437886047,False
93,"['BARK', 'BRANCH', 'ROOT']",blue,TREE FEATURES,POM,1.9896551748388447e-06,18.939050148935227,TRUNK,1.9896551748388447e-06,18.939050148935227,False
93,"['DIRT', 'DISH', 'SCOOP']",purple,INSIDE INFO,POM,2.4797864170977846e-06,18.62135270204397,SKINNY,2.9992898475939e-07,21.66887571503577,False
94,"['GET OUT', 'GO', 'LEAVE']",yellow,“SKEDADDLE!”,NOSE,9.873212547972798e-06,16.628048983839772,SCRAM,3.6729268515500735e-08,24.698494594844412,False
94,"['ME', 'THEM', 'US']",green,PRONOUNS,POM,4.141201770835323e-06,17.88151907280041,YOU,2.468173533998197e-06,18.628124737301473,False
94,"['NOPE', 'OPEN', 'PEON']",blue,ANAGRAMS,AMIGO,9.522233995085116e-06,16.680268487856825,PONE,4.188210667166459e-08,24.509090747385958,False
94,"['BEANIE', 'FUR', 'NEPO']",purple,___ BABY,CHEEK,1.1759959306800738e-05,16.375757406437565,SANTA,3.7242404715698285e-08,24.67847852939752,False
95,"['BOGUS', 'FAKE', 'PHONY']",green,COUNTERFEIT,NOSE,1.1422752095313626e-06,19.739658286756324,SHAM,3.8272597180366574e-07,21.31718485852526,False
95,"['IRIS', 'LENS', 'PUPIL']",yellow,EYE PARTS,AMIGO,1.2596366332218167e-06,19.598560949133475,RETINA,8.399415918347586e-08,23.505135750374293,False
95,"['COPY', 'OUT', 'OVER']",blue,RADIO LINGO,TENOR,6.159310146358621e-07,20.63072788864202,ROGER,4.086316707230253e-08,24.544623735584853,False
95,"['ALEJANDRO', 'LOLA', 'MICHELLE']",purple,SONGS THAT ARE NAMES,NOSE,1.4075425269766129e-06,19.438390057298314,STAN,5.437008212538785e-07,20.8106836568995,False
96,"['BUFFALO', 'COW', 'GOAT']",yellow,BOVIDS,NOSE,3.9052197280398104e-06,17.96616484512205,SHEEP,1.7126597029459845e-08,25.799186235606463,False
96,"['BEAM', 'GLOW', 'RADIATE']",green,EMIT LIGHT,NOSE,4.516209628491197e-06,17.756456116214668,SHINE,2.031347747788459e-07,22.23105942749979,False
96,"['FLOOR', 'HORSE', 'RINGS']",blue,GYMNASTICS APPARATUS,LAB,1.4715202496518032e-06,19.374261173922367,VAULT,7.39878487365786e-08,23.68813640737016,False
96,"['CUTIE', 'ENVY', 'EXCEL']",purple,WORDS THAT SOUND LIKE TWO LETTERS,CHEEK,3.870496584568173e-06,17.979049893359246,SEEDY,1.577208990966028e-06,19.27419472958046,False
97,"['GIANT', 'PRINCESS', 'WITCH']",yellow,FAIRY TALE FIGURES,PEKE,4.296704446460353e-06,17.828338026164058,WOLF,8.284062005259329e-07,20.203158312204856,False
97,"['BISHOP', 'MATE', 'GAMBIT']",green,CHESS TERMS,KING,4.602869012160227e-06,17.729035182203553,QUEEN,4.602869012160227e-06,17.729035182203553,False
97,"['LUCY', 'NEW YORK', '""ROCK N ROLL""']",blue,“PEANUTS” CHARACTERS,PEKE,3.69363419849833e-06,18.046527574185223,YOU,2.6862612685363274e-06,18.505968939729794,False
98,"['APRICOT', 'FIG', 'GRAPE']",yellow,FRUITS,LAB,1.9024826087843394e-06,19.00368530368222,LIME,5.287108351126335e-08,24.17294586626866,False
98,"['DELUXE', 'GRAND', 'LAVISH']",green,LUXURIOUS,LAB,2.286402150275535e-06,18.73848939097655,OPULENT,9.091760944102134e-08,23.390865008213314,False
98,"['BERRY', 'FOSTER', 'STONE']",blue,BEST ACTRESS OSCAR WINNERS,PIT,1.4803146086705965e-06,19.365664747433566,SWANK,1.3112052954511455e-07,22.86260307816238,False
98,"['ENVIOUS', 'FRESH', 'NAIVE']",purple,WHAT “GREEN” MIGHT MEAN,KING,1.6176013559743296e-06,19.237712457613153,UNWELL,3.9319093758649615e-08,24.600194688818394,False
99,"['BRIGHT', 'CLEVER', 'QUICK']",yellow,INTELLIGENT,PIT,6.11281222973048e-07,20.641660412403596,SHARP,1.3181907121406766e-08,26.17686564857431,False
99,"['ALASKA', 'FRONTIER', 'SOUTHWEST']",green,AIRLINES,CHEEK,2.8059732812835136e-06,18.443067297765968,SPIRIT,2.1761508151030284e-07,22.131718120186928,False
99,"['COWBOY', 'DRIFTER', 'OUTLAW']",blue,WESTERN TROPES,CHEEK,3.1811798635317245e-06,18.262006625334394,SHERIFF,5.3676032507610216e-08,24.15114672118845,False
99,"['LASSO', 'MARS', 'ROGERS']",purple,TV SHOW TITLE SURNAMES,CHEEK,3.1759477678861003e-06,18.26438138342748,SMART,6.011588311594096e-07,20.66575045089179,False
100,"['BOOKMARK', 'HISTORY', 'TAB']",yellow,WEB BROWSER-RELATED,STOOGE,1.4545623798767338e-06,19.390983400621234,WINDOW,1.108308467223651e-07,23.105137192393055,False
100,"['BUTTON', 'COLLAR', 'CUFF']",green,SHIRT FEATURES,MOUTH,1.384690222039353e-06,19.4620053115443,POCKET,1.0659575622185002e-07,23.1613466613824,False
100,"['BOND', 'LINK', 'RELATION']",blue,CONNECTION,TENOR,5.151938466951833e-07,20.888381301728256,TIE,4.2912947861850625e-08,24.474011750121743,False
100,"['DOZEN', 'JOKE', 'LAUNDRY']",purple,DIRTY ___,STOOGE,1.2641290823012241e-06,19.593424782322153,MARTINI,1.4238280243716872e-07,22.743721761846324,False
101,"['BACKUP', 'COPY', 'EXTRA']",yellow,REPLACEMENT,TENOR,2.1736816506745527e-06,18.811427905234822,SPARE,9.059827448254509e-07,20.074013090972933,False
101,"['ALLEY', 'BALL', 'LANE']",green,BOWLING,WOLF,1.6929020603129175e-06,19.17207005810363,PIN,4.818863530431372e-08,24.306731814372466,False
101,"['MUG', 'PEN', 'TEE']",blue,COMMON MERCH ITEMS,EYE,1.948771114257397e-06,18.96900391521732,TOTE,4.624178817635993e-09,27.6881556658517,False
101,"['ATE', 'FOR', 'TOO']",purple,NUMBER HOMOPHONES,WOLF,1.6285526953652152e-06,19.22797816729861,WON,1.5626696949766483e-06,19.28755570447231,False
102,"['BARTENDER', 'CHEF', 'HOST']",yellow,RESTAURANT WORKERS,POM,7.74139607528923e-06,16.978974805373838,SERVER,1.0633806368787191e-07,23.164838562504535,False
102,"['BUS', 'CAR', 'MOTORCYCLE']",green,MOTOR VEHICLES,POM,8.108419024210889e-06,16.91214792347316,TRUCK,1.615913731711771e-07,22.561146484781343,False
102,"['ANIMAL', 'BEAKER', 'GONZO']",blue,MUPPETS,POM,7.5844491220777854e-06,17.008524171674296,SCOOTER,3.3747706851272596e-08,24.82063528439303,False
102,"['DIGIT', 'DOG', 'MITT']",purple,HAND- AND FOOT-RELATED SLANG,STOOGE,6.115199994383147e-06,17.31916888722129,PIGGY,3.325523323383095e-07,21.519915274983813,False
103,"['FLOAT', 'MALT', 'SHAKE']",yellow,SODA FOUNTAIN ORDERS,LAB,2.6928867100650677e-06,18.50241503249064,SUNDAE,1.3898053818905964e-09,29.4224699812815,False
103,"['CONCRETE', 'FIRM', 'SOLID']",green,"SET,  AS PLANS",POM,2.360467760809115e-06,18.69249579052903,TANGIBLE,1.1977901692716841e-07,22.99312146749156,False
103,"['GLASS', 'OLD', 'SIGNS']",blue,M. NIGHT SHYAMALAN MOVIES,POM,2.3478526145481737e-06,18.700226722602896,SPLIT,1.2275809240236413e-06,19.635750436972078,False
103,"['DASH', 'HOVER', 'KEY']",purple,___BOARD,STOOGE,1.2090954442101065e-06,19.65764043602443,STAR,1.2067091859080392e-07,22.982418632360726,False
104,"['FIT', 'HEALTHY', 'SOUND']",yellow,ROBUST,TENOR,4.953245934302686e-06,17.6231943151214,STRONG,4.542690987818787e-07,21.06994949342044,False
104,"['DIP', 'DROP', 'FALL']",green,DECLINE,PEKE,3.022002374564181e-06,18.336063775211034,SINK,7.2591919142439565e-09,27.037543896150837,False
104,"['FOUNTAIN', 'SPRING', 'TAP']",blue,WATER SOURCES,TENOR,3.577992856662604e-06,18.092418062221586,WELL,1.994172635022551e-06,18.935778260435562,False
104,"['KEYS', 'NICKS', 'SUMMER']",purple,WOMEN SINGERS,TENOR,4.819672540179454e-06,17.662633439613263,SWIFT,8.332222733997696e-08,23.516723353597087,False
105,"['GRATER', 'LADLE', 'PEELER']",yellow,KITCHEN UTENSILS,EYE,1.0307401225873036e-06,19.887887933140732,WHISK,7.132683776944759e-07,20.4190516502109,False
105,"['BIRD', 'FISH', 'MAMMAL']",green,VERTEBRATES,EYE,1.1951834721912746e-06,19.67433646651323,REPTILE,4.539494682376244e-07,21.07096495255527,False
105,"['DINOSAUR', 'MUSHROOM', 'PLUMBER']",blue,SUPER MARIO-RELATED,TENOR,9.577465789334383e-07,19.99385269685351,PRINCESS,2.3094814594060153e-07,22.045927699981878,False
105,"['BUNKER', 'CLEAVER', 'PARTRIDGE']",purple,SITCOM FAMILIES,POM,1.6955729051915114e-06,19.169795751521146,TANNER,7.081329158609151e-07,20.429476486027607,False
106,"['BOUQUET', 'RING', 'TRAIN']",yellow,BRIDAL ACCESSORIES,PEKE,5.5406312640116084e-06,17.461518212259787,VEIL,7.793511827003385e-07,20.29122309796228,False
106,"['CAKE', 'COAT', 'COVER']",green,“C” WORDS FOR “ENVELOP”,PEKE,5.194899131311104e-06,17.554472832546956,CRUST,3.818475136085908e-08,24.64242812942517,False
106,"['BLACK', 'FROST', 'MA']",blue,JACKS,TENOR,6.102365659899078e-06,17.322199939076974,SPARROW,4.3813679440063424e-07,21.122115288011468,False
106,"['BOOK', 'GRAM', 'IN']",purple,SOCIAL MEDIA APP ENDINGS,LAB,1.7059551282727625e-06,19.160988869367696,TUBE,2.69542141495549e-07,21.822985815821045,False
107,"['BOA', 'MAMBA', 'PYTHON']",yellow,SNAKES,TENOR,1.4509214452118613e-06,19.39459915720495,VIPER,1.7011794284371717e-07,22.486961349862426,False
107,"['GARTER', 'SLIP', 'TEDDY']",green,LINGERIE,MOUTH,2.3315640191867715e-06,18.71027052613778,THONG,1.295809948231863e-08,26.201570620235476,False
107,"['ABSTRACT', 'BRIEF', 'DIGEST']",blue,SUMMARY,MOUTH,1.4225799986888887e-06,19.423058784654156,RUNDOWN,1.300531835113361e-06,19.552466854550737,False
107,"['CIRCLE', 'HOUSE', 'MONTY']",purple,FULL ___,MOUTH,1.8263484662384144e-06,19.062606512353256,MOON,2.428822654110263e-07,21.97323951198019,False
108,"['ACORN', 'CONE', 'POLLEN']",yellow,PRODUCED BY TREES,CHEEK,2.498832827768638e-06,18.610314181151427,SAP,5.052917195769169e-09,27.56023631587326,False
108,"['CHOCOLATE', 'GUM', 'LICORICE']",green,CANDY STORE TREATS,STOOGE,2.182459638788714e-06,18.805613595633396,LOLLIPOP,2.994345607021387e-07,21.671255917511182,False
108,"['CHUMP', 'FOOL', 'MARK']",blue,TARGET OF A SCHEME,KING,3.3936223644559504e-06,18.16874253574542,SUCKER,3.01995650708875e-10,31.624753176627642,False
108,"['FACE', 'HURRICANE', 'NEEDLE']",purple,THINGS WITH EYE(S),EYE,2.9499265110644046e-06,18.37088955500005,POTATO,2.779983390155394e-07,21.778420401051253,False
109,"['FLASH', 'GLEAM', 'GLITTER']",yellow,REFLECT LIGHT,TENOR,2.4948610644059954e-06,18.61260909335023,SPARKLE,2.4124128685798496e-06,18.661091733197473,False
109,"['FISH', 'FORAGE', 'HUNT']",green,WAYS TO GATHER FOOD,NOSE,2.222902139692451e-06,18.779124132289926,TRAP,1.1688952099575545e-06,19.706422969523828,False
109,"['BOUNCE', 'CRUNK', 'DRILL']",blue,RAP SUBGENRES,CHEEK,1.4731547253177268e-06,19.37265960485285,GRIME,9.161477976249444e-08,23.379844399095223,False
109,"['BEER', 'BULB', 'RAIL']",purple,LIGHT ___,WOLF,2.366578428336652e-06,18.688765835586175,YEAR,2.99583092555622e-07,21.670540458887682,False
110,"['CENTRAL', 'CRITICAL', 'KEY']",yellow,VERY IMPORTANT,POM,4.726965926238336e-06,17.69065410408269,VITAL,1.6471030050979607e-07,22.533565884315905,False
110,"['GLASS', 'METAL', 'PAPER']",green,RECYCLING CATEGORIES,PIT,1.955219431692967e-06,18.9642380409474,PLASTIC,7.152096941354102e-07,20.41513037289962,False
110,"['HENRY', 'JENNIFER', 'KATE']",blue,HUDSONS,KING,1.4538343293679645e-06,19.391705691962795,ROCK,5.347220621843007e-07,20.834707461858297,False
110,"['ASSIGNMENT', 'DEFEAT', 'TEMPO']",purple,WHAT “BEAT” MAY MEAN,KING,1.7455398619858897e-06,19.12789526598108,TIRED,4.032157718825147e-09,27.885800782679013,False
111,"['CLUB', 'DIAMOND', 'HEART']",yellow,PLAYING CARD SUITS,WOLF,3.3016694942489266e-06,18.208372859391805,SPADE,2.9801567436038567e-08,25.00003654677621,False
111,"['IRON', 'PUTTER', 'WEDGE']",green,GOLF CLUBS,MOUTH,1.2077621249773074e-06,19.659232232963355,WOOD,2.9026939074583424e-08,25.038032313029817,False
111,"['ACHE', 'LONG', 'PINE']",blue,YEARN,STOOGE,3.465225290710805e-06,18.138619417473873,THIRST,3.230340723803238e-07,21.561810321392528,False
111,"['LOW', 'SHORT', 'SHY']",purple,INSUFFICIENT,STOOGE,3.1026313536131056e-06,18.298076279453714,WANTING,8.814722605166025e-07,20.113581494830374,False
112,"['CUP', 'LID', 'STIRRER']",yellow,COFFEE COUNTER ITEMS,PIT,4.460423951968551e-06,17.774387728161873,STRAW,2.8246249783592248e-08,25.07736542352735,False
112,"['BAT', 'MOTH', 'OWL']",green,NOCTURNAL ANIMALS,CHEEK,6.950396709726192e-06,17.1344732440318,WOLF,6.950396709726192e-06,17.1344732440318,False
112,"['BEET', 'BRICK', 'CARDINAL']",blue,THINGS THAT ARE RED,EYE,5.851436526427278e-06,17.382777719818474,POPPY,1.8240211829834152e-06,19.06444608521205,False
112,"['ACTION', 'BALLPARK', 'GO']",purple,___ FIGURE,EYE,3.859571734210476e-06,17.983127797273507,STICK,2.6914861450677563e-07,21.825093665379732,False
113,"['BOW', 'KNEEL', 'SALUTE']",yellow,WAYS TO SHOW RESPECT,POM,9.075458365259692e-06,16.74959805959458,STAND,5.407100047705171e-07,20.818641613322836,False
113,"['CLOCK', 'MAIL', 'MAPS']",green,IPHONE APPS,NOSE,4.842510861635674e-06,17.655813284561656,NOTES,1.3254062878331752e-06,19.52513390052058,False
113,"['DOWN', 'FUR', 'SCALES']",blue,ANIMAL COVERINGS,POM,4.042663476866437e-06,17.916262454871777,SHELL,5.507245077751577e-07,20.79216585296452,False
113,"['ARROW', 'DOG', 'FINGER']",purple,“POINTERS”,POM,3.93929212805233e-06,17.953632161748935,HINT,2.468394768584403e-06,18.627995427213556,False
114,"['AFGHAN', 'ALPACA', 'ANGORA']",yellow,LONG-HAIRED ANIMALS,TENOR,5.632699867419433e-06,17.437741968210297,YAK,1.3363176094571827e-06,19.513305628030537,False
114,"['BLATHER', 'CHAT', 'JABBER']",green,PRATTLE ON,STOOGE,4.245694981364068e-06,17.845567840257054,GAB,3.5856480735674268e-06,18.089334672705824,False
114,"['CONVERSE', 'JORDAN', 'PUMA']",blue,SNEAKER BRANDS,TENOR,4.843924216402229e-06,17.655392275199436,VANS,1.1934902488519583e-07,22.998309884964357,False
114,"['LEAD', 'SPEECH', 'TRIAL']",purple,___ BALLOON,POM,1.2475209587137215e-05,16.290576420975796,WATER,3.1292925086745527e-06,18.285732049418893,False
115,"['MISTLETOE', 'REINDEER', 'SNOWMAN']",yellow,CHRISTMAS-RELATED,WOLF,6.160256020848465e-07,20.63050635349704,STOCKING,1.5853416357458627e-08,25.910630989342444,False
115,"['DISPLAY', 'EXHIBIT', 'PRESENT']",green,MAKE PUBLIC,KING,6.493918363048579e-07,20.55440741601582,SHOW,1.6332910490746144e-07,22.54571476514159,False
115,"['BAGEL', 'CHEERIO', 'DONUT']",blue,TORUS-SHAPED FOOD,TENOR,1.1060589031330892e-06,19.786140351025356,LIFESAVER,6.443655564680739e-08,23.887545379953185,False
115,"['CANDY CANE', 'CROSSWALK', 'REFEREE']",purple,THINGS WITH STRIPES,WOLF,7.721211545685946e-07,20.30466942373712,TIGER,1.7610766178677295e-08,25.758967082290212,False
116,"['ARM', 'BRANCH', 'CHAPTER']",yellow,DIVISION,POM,1.3623070117319003e-05,16.16358860633625,WING,1.3623070117319003e-05,16.16358860633625,False
116,"['BUSHEL', 'PECK', 'STONE']",green,IMPERIAL UNITS,POM,1.666119715082459e-05,15.873148408576858,TON,2.1121223880982143e-07,22.174803229332134,False
116,"['ANGEL', 'CUB', 'MET']",blue,M.L.B. TEAM MEMBER,POM,6.680626029265113e-06,17.191585267972492,RED,9.476972451238908e-08,23.33099851507989,False
116,"['AUNT', 'BEATLE', 'FLEE']",purple,INSECT HOMOPHONES,POM,1.594225614098832e-05,15.936784661100468,NAT,3.535238946028585e-08,24.753617029325827,False
